roi1,roi2,voxel_idx_1,voxel_idx_2,gsp1000_mf_AvgR,yeo1000_dil_AvgR,diff
medulla,right_anterior_lateral_ventricle,[31 33  7],[36 43 44],0.023652123287320137,0.04366666451096535,-0.02001454122364521
medulla,right_anterior_lateral_ventricle,[31 24 11],[37 48 47],-0.06868680566549301,-0.011868981644511223,-0.05681782402098179
medulla,right_anterior_lateral_ventricle,[44 40 16],[29 44 36],0.05397487059235573,0.008557861670851707,0.04541700892150402
medulla,right_anterior_lateral_ventricle,[36 30  6],[31 41 40],-0.009516027756035328,0.024969087913632393,-0.03448511566966772
medulla,right_anterior_lateral_ventricle,[36 26  8],[31 42 43],-0.052591096609830856,-0.02425307221710682,-0.028338024392724037
medulla,right_anterior_lateral_ventricle,[58 34  6],[37 54 49],-0.041385747492313385,-0.024585099890828133,-0.016800647601485252
medulla,right_anterior_lateral_ventricle,[42 23 16],[31 43 41],-0.012611458078026772,-0.008917586877942085,-0.0036938712000846863
medulla,right_anterior_lateral_ventricle,[69 25 19],[37 48 46],-0.02292248047888279,-0.0050149415619671345,-0.017907538916915655
medulla,right_anterior_lateral_ventricle,[50 29  9],[29 41 36],0.05491099879145622,0.04843262955546379,0.006478369235992432
medulla,right_anterior_lateral_ventricle,[24 31  8],[41 51 46],-0.014467043802142143,-0.01946275122463703,0.004995707422494888
medulla,right_anterior_lateral_ventricle,[33 29  8],[36 48 48],-0.08881238847970963,-0.040651798248291016,-0.04816059023141861
medulla,right_anterior_lateral_ventricle,[34 33  5],[36 47 48],-0.07272765785455704,-0.037577252835035324,-0.03515040501952171
medulla,right_anterior_lateral_ventricle,[46 39  6],[40 50 46],0.029627609997987747,0.007275676354765892,0.022351933643221855
medulla,right_anterior_lateral_ventricle,[52 31  7],[36 49 46],-0.024833308532834053,-0.005139809567481279,-0.019693498965352774
medulla,right_anterior_lateral_ventricle,[44 42 12],[31 41 41],0.0749731957912445,0.04434318095445633,0.030630014836788177
medulla,right_anterior_lateral_ventricle,[58 24 10],[36 53 48],-0.028738869354128838,0.01365006435662508,-0.04238893371075392
medulla,right_anterior_lateral_ventricle,[40 27 10],[33 45 44],-0.04326580464839935,-0.014711773954331875,-0.028554030694067478
medulla,right_anterior_lateral_ventricle,[63 28  8],[31 38 39],-0.0352921225130558,-0.04911864548921585,0.01382652297616005
medulla,right_anterior_lateral_ventricle,[44 44 17],[31 44 38],0.05728445574641228,0.005640991497784853,0.051643464248627424
medulla,right_anterior_lateral_ventricle,[31 27  9],[36 50 48],-0.05148008093237877,0.001952588907442987,-0.053432669839821756
medulla,right_anterior_lateral_ventricle,[62 22 13],[33 42 41],0.02443661540746689,0.03861984983086586,-0.014183234423398972
medulla,right_anterior_lateral_ventricle,[64 22 15],[39 54 46],0.017182856798171997,0.03246476128697395,-0.015281904488801956
medulla,right_anterior_lateral_ventricle,[42 33  9],[38 52 49],-0.04919448122382164,0.011598209850490093,-0.06079269107431173
medulla,right_anterior_lateral_ventricle,[31 33  6],[32 43 40],-0.0017198307905346155,0.01948408968746662,-0.021203920478001237
medulla,right_anterior_lateral_ventricle,[49 25 13],[34 46 46],-0.050802845507860184,-0.022698422893881798,-0.028104422613978386
medulla,right_anterior_lateral_ventricle,[58 30  6],[30 43 36],0.016061311587691307,0.004585219547152519,0.011476092040538788
medulla,right_anterior_lateral_ventricle,[27 28  8],[37 50 46],0.011247563175857067,0.022716857492923737,-0.01146929431706667
medulla,right_anterior_lateral_ventricle,[34 22 12],[37 51 46],0.005829670000821352,0.012659894302487373,-0.006830224301666021
medulla,right_anterior_lateral_ventricle,[51 23 14],[29 43 35],0.010435285046696663,-0.026190135627985,0.036625420674681664
medulla,right_anterior_lateral_ventricle,[25 30  7],[33 45 42],0.006694859359413385,0.00683977734297514,-0.00014491798356175423
medulla,right_anterior_lateral_ventricle,[41 36  9],[32 44 44],-0.01851300708949566,0.04006963223218918,-0.05858263932168484
medulla,right_anterior_lateral_ventricle,[35 29  6],[36 50 49],-0.056286077946424484,-0.005568110384047031,-0.05071796756237745
medulla,right_anterior_lateral_ventricle,[50 44  9],[29 39 39],0.06259236484766006,0.027256472036242485,0.03533589281141758
medulla,right_anterior_lateral_ventricle,[49 21 14],[30 42 38],-0.0013479433255270123,-0.006306637544184923,0.004958694218657911
medulla,right_anterior_lateral_ventricle,[47 40 17],[36 46 45],0.002140719909220934,0.007061440031975508,-0.004920720122754574
medulla,right_anterior_lateral_ventricle,[51 35  4],[29 39 39],0.019621890038251877,0.011819588951766491,0.007802301086485386
medulla,right_anterior_lateral_ventricle,[46 44 15],[40 49 46],0.013445225544273853,-0.021462639793753624,0.03490786533802748
medulla,right_anterior_lateral_ventricle,[53 36  6],[31 40 40],0.012255903333425522,0.02582303248345852,-0.013567129150032997
medulla,right_anterior_lateral_ventricle,[40 24 14],[33 42 44],-0.010462464764714241,0.000678599753882736,-0.011141064518596977
medulla,right_anterior_lateral_ventricle,[29 32  8],[30 38 39],0.04997168853878975,0.048875175416469574,0.0010965131223201752
medulla,right_anterior_lateral_ventricle,[30 33  5],[32 42 44],-0.041035402566194534,-0.017259197309613228,-0.023776205256581306
medulla,right_anterior_lateral_ventricle,[52 40  8],[36 49 45],0.06339862942695618,0.041968051344156265,0.02143057808279991
medulla,right_anterior_lateral_ventricle,[57 32  5],[33 41 42],0.016453031450510025,0.035834044218063354,-0.01938101276755333
medulla,right_anterior_lateral_ventricle,[36 28  9],[39 54 48],-0.01940240152180195,-0.010140041820704937,-0.009262359701097012
medulla,right_anterior_lateral_ventricle,[31 34  5],[37 53 50],-0.05407610535621643,-0.034103695303201675,-0.019972410053014755
medulla,right_anterior_lateral_ventricle,[44 21 19],[33 46 43],-0.012437700293958187,0.0029408535920083523,-0.01537855388596654
medulla,right_anterior_lateral_ventricle,[42 26 14],[32 42 39],0.02847462333738804,0.010778107680380344,0.017696515657007694
medulla,right_anterior_lateral_ventricle,[47 30 13],[29 40 36],0.044371962547302246,0.0470980703830719,-0.0027261078357696533
medulla,right_anterior_lateral_ventricle,[40 34  8],[33 40 40],0.03504533693194389,0.04126257821917534,-0.006217241287231445
medulla,right_anterior_lateral_ventricle,[42 28 10],[37 50 47],-0.033511701971292496,-0.006368535570800304,-0.02714316640049219
medulla,right_anterior_lateral_ventricle,[49 31 12],[39 47 44],0.0373367965221405,0.02499748393893242,0.012339312583208084
